Item;Smu1_V(1)(1);Smu1_I(1)(1);Smu1_R(1)(1);Smu1_Time(1)(1);
119;0,430000007152557;5,69574297060171E-07;754949,8125;1218,2294921875;
120;0,439999997615814;5,88398961554049E-07;747791,9375;1228,296875;
121;0,449999988079071;6,22913717052143E-07;722411,4375;1238,3623046875;
122;0,46000000834465;6,57571206374996E-07;699544;1248,4287109375;
123;0,469999998807907;6,85528618760145E-07;685602,3125;1258,494140625;
124;0,479999989271164;7,194495310614E-07;667176,75;1268,5576171875;
125;0,490000009536743;7,45183172057295E-07;657556,4375;1278,62109375;
126;0,5;7,87827445947187E-07;634656,75;1288,681640625;
127;0,509999990463257;8,31536056011828E-07;613322,75;1298,744140625;
128;0,519999980926514;8,44938426780573E-07;615429,4375;1308,802734375;
129;0,529999971389771;9,01087446436577E-07;588178,1875;1318,859375;
130;0,540000021457672;9,43734448810574E-07;572194,875;1328,9140625;
131;0,550000011920929;9,0980398681495E-07;604525,8125;1359,0625;
132;0,560000002384186;8,81267737895541E-07;635448,1875;1379,1787109375;
133;0,569999992847443;9,59191879701393E-07;594250,25;1389,2314453125;
134;0,579999983310699;9,43556756283215E-07;614695,375;1419,380859375;
135;0,589999973773956;9,35720038341969E-07;630530,4375;1439,498046875;
136;0,600000023841858;9,40404731863964E-07;638023,1875;1469,64453125;
137;0,610000014305115;1,00107229172863E-06;609346,625;1479,71484375;
138;0,620000004768372;1,07520179426501E-06;576635,9375;1489,783203125;
139;0,629999995231628;1,14939928153035E-06;548112,375;1499,853515625;
140;0,639999985694885;1,2266308431208E-06;521754,34375;1509,9228515625;
141;0,649999976158142;1,3062133348285E-06;497621,59375;1519,9921875;
142;0,660000026226044;1,38482425882103E-06;476594,78125;1530,0634765625;
143;0,670000016689301;1,44387797718082E-06;464028,15625;1540,1328125;
144;0,680000007152557;1,51598635511618E-06;448552,84375;1550,2001953125;
145;0,689999997615814;1,58983925757639E-06;434006,125;1560,26953125;
146;0,699999988079071;1,68341773587599E-06;415820,71875;1570,33984375;
147;0,709999978542328;1,77844333393296E-06;399225,53125;1580,408203125;
148;0,720000028610229;1,86505326382758E-06;386047,96875;1590,4765625;
149;0,730000019073486;1,96202199731488E-06;372065,15625;1600,5458984375;
150;0,740000009536743;2,04686148208566E-06;361529,125;1610,6142578125;
151;0,75;2,13248904401553E-06;351701,6875;1620,6845703125;
